98.8634951737267		0	3	6	9	7	8	5	2	4	1	50	29	25	45	16	150
121.956978647242		3	1	8	5	2	4	9	6	7	0	50	29	25	45	16	150
141.326439791636		3	1	2	7	9	6	0	5	8	4	50	29	25	45	16	150
138.137318534741		3	5	8	1	6	9	7	2	4	0	50	29	25	45	16	150
98.8634951737267		0	3	6	9	7	8	5	2	4	1	50	7	2	49	21	250
141.891251551047		3	0	8	7	4	5	2	9	6	1	50	7	2	49	21	250
137.011212754002		3	4	8	7	6	9	0	1	5	2	50	7	2	49	21	250
98.8634951737267		0	3	6	9	7	8	5	2	4	1	50	29	25	45	16	150
121.956978647242		3	1	8	5	2	4	9	6	7	0	50	29	25	45	16	150
141.326439791636		3	1	2	7	9	6	0	5	8	4	50	29	25	45	16	150
138.137318534741		3	5	8	1	6	9	7	2	4	0	50	29	25	45	16	150
136.825290909959		4	8	2	1	6	9	7	5	3	0	50	29	25	45	16	150
98.8634951737267		0	3	6	9	7	8	5	2	4	1	100	36	30	63	61	150
131.326439791636		1	9	6	7	8	5	2	3	4	0	100	36	30	63	61	150
136.582954661778		7	1	5	8	4	2	3	9	6	0	100	36	30	63	61	150
128.751114945631		0	6	4	2	5	8	1	7	3	9	100	36	30	63	61	150
120.96742653369		7	1	5	8	2	4	6	9	3	0	100	36	30	63	61	150
123.67270739978		0	3	1	9	6	7	2	5	8	4	100	36	30	63	61	150
130.520123889601		7	8	5	2	4	1	9	0	6	3	100	36	30	63	61	150
128.071591438546		3	1	5	8	2	4	7	0	9	6	100	36	30	63	61	150
132.763294549277		1	8	9	7	2	5	4	6	3	0	100	36	30	63	61	150
135.710911663548		0	1	9	3	7	4	5	2	8	6	100	36	30	63	61	150
139.664711600965		0	7	1	4	9	3	6	5	8	2	100	36	30	63	61	150
123.99518291101		0	4	9	6	7	5	2	8	1	3	100	36	30	63	61	150
129.095716036723		9	0	7	4	1	2	5	8	6	3	100	36	30	63	61	150
98.8634951737267		0	3	6	9	7	8	5	2	4	1	100	37	19	73	50	30
128.751114945631		9	3	7	6	1	2	5	8	4	0	100	37	19	73	50	30
128.929222269922		7	3	9	6	1	2	8	5	4	0	100	37	19	73	50	30
117.749115927316		3	0	2	5	8	7	9	6	4	1	100	37	19	73	50	30
120.532570794364		9	6	3	4	1	5	8	2	7	0	100	37	19	73	50	30
127.02293928833		0	7	2	4	8	5	1	9	6	3	100	37	19	73	50	30
136.647183585668		1	5	2	8	7	6	3	4	0	9	100	37	19	73	50	30
121.546650459955		6	9	7	2	4	8	5	1	3	0	100	37	19	73	50	30
115.388436152318		3	0	1	2	5	8	7	9	6	4	100	37	19	73	50	30
128.863495173727		0	9	7	4	3	1	2	5	8	6	100	37	19	73	50	30
129.530571776049		0	2	8	5	1	9	6	3	7	4	100	37	19	73	50	30
132.893250569362		9	5	8	1	2	7	4	6	3	0	100	37	19	73	50	30
130.789319209399		9	3	0	6	4	7	5	2	8	1	100	37	19	73	50	30
103.35023188855		3	6	9	7	8	2	5	4	1	0	100	37	19	73	50	30
121.891251551047		3	6	9	7	4	5	1	2	8	0	100	37	19	73	50	30
98.8634951737267		0	3	6	9	7	8	5	2	4	1	50	12	11	48	24	8
129.185970684957		0	3	9	7	4	5	8	2	6	1	50	12	11	48	24	8
135.388436152318		3	6	0	1	5	8	2	9	7	4	50	12	11	48	24	8
121.891251551047		3	4	8	2	1	5	7	9	6	0	50	12	11	48	24	8
118.863495173727		0	4	5	8	2	1	7	3	9	6	50	12	11	48	24	8
129.185970684957		6	9	4	5	8	2	7	3	0	1	50	12	11	48	24	8
120.466843698169		9	6	3	0	4	5	2	8	7	1	50	12	11	48	24	8
138.071591438546		1	5	8	2	6	9	0	7	4	3	50	12	11	48	24	8
143.122307807223		3	8	9	6	2	5	1	7	4	0	50	12	11	48	24	8
131.326439791636		3	9	7	1	2	4	8	5	6	0	50	12	11	48	24	8
134.251931326045		3	0	7	8	4	6	9	5	2	1	50	12	11	48	24	8
125.295484001464		0	7	3	6	9	1	4	8	5	2	50	12	11	48	24	8
136.260479150548		4	1	6	3	7	5	2	8	9	0	50	12	11	48	24	8
126.7004637771		3	6	4	7	2	8	5	1	9	0	50	12	11	48	24	8
130.96742653369		6	8	5	7	2	1	4	9	3	0	50	12	11	48	24	8
145.366310572456		0	9	3	6	2	7	8	4	5	1	50	12	11	48	24	8
133.929455814815		3	7	6	9	0	8	2	5	4	1	50	12	11	48	24	8
